Date,Close,High,Low,Open,Volume
2020-02-05,307.67706298828125,307.8896722169145,305.6527760231822,307.13170353264013,65951100
2020-02-06,308.7123718261719,308.9064761378909,307.6216246351767,308.64766098602024,50359700
2020-02-07,307.0670166015625,308.72157166610674,306.5124046889222,307.64010523475514,64139400
2020-02-10,309.35943603515625,309.4241468837657,306.1334845761445,306.1704662337413,42070000
2020-02-11,309.8954467773437,311.5222723440841,309.35931168827875,310.7273503820799,54864500
2020-02-12,311.89208984375,312.1046708590046,310.97697032200455,311.3467021912909,43992700
2020-02-13,311.559326171875,312.5391283658209,310.17281043983064,310.4501023027456,54501900
2020-02-14,312.0585021972656,312.1786714160907,310.764426395951,311.9753146324029,64582200
2020-02-18,311.2543640136719,312.1232496268496,309.8493430857725,311.05100720614644,57226200
2020-02-19,312.7424621582031,313.4264675089638,311.94754007042536,312.2340843772971,48814700
2020-02-20,311.4576110839844,313.01975414395577,308.4349892276144,312.18782227345343,74163400
2020-02-21,308.25018310546875,310.40389176527685,307.41825111166315,310.08961825574926,113788200
2020-02-24,298.02691650390625,308.3240909414559,296.9361694687542,298.6924451148754,161088400
2020-02-25,288.9961853027344,300.0513331493556,288.10882284037444,299.43203838193824,218913200
2020-02-26,287.93310546875,294.0430046962888,287.1936416820194,290.4103401839063,194773800
2020-02-27,275.0014953613281,287.98851269200094,275.0014953613281,282.350010641258,284353500
2020-02-28,273.8461608886719,275.3528461133876,263.9371921374258,266.8581225456419,384975800
2020-03-02,285.7054748535156,285.7701857016379,272.1823180329246,275.6486079271128,238703600
2020-03-03,277.5250244140625,290.09610804273973,275.057041812052,286.0844585996066,300139100
2020-03-04,289.19024658203125,289.4121083211224,280.3812495036276,282.9601771289207,176613400
2020-03-05,279.5770568847656,285.13237292520694,277.3124311838137,281.90642163958694,186366800
2020-03-06,274.955322265625,276.17546295563227,268.2723340760703,270.9714024050404,228667200
2020-03-09,253.4828338623047,262.6892910629479,252.76184676000256,254.4718603810971,309417300
2020-03-10,266.59930419921875,266.69171603059993,252.8080795501234,263.1052850690694,276444100
2020-03-11,253.60296630859372,260.6095085206112,250.3862677494358,259.46333116815134,255316300
2020-04-09,258.66461181640625,261.4539497078501,256.1263041203319,258.08812481750016,189999200
2020-04-13,256.3028869628906,258.0229838174609,252.3513261447769,257.6789701214676,114839100
2020-04-14,263.8620300292969,264.8940712546655,256.1634598867207,261.2493529164219,134143400
2020-04-15,258.2555236816406,264.0015533069251,256.11701413244793,258.07886333356686,121775000
2020-04-16,259.5013732910156,260.3660611134384,256.39591425298136,259.5478508998996,131798300
2020-04-17,266.5119323730469,267.12556169580233,262.56964913917665,265.3404014622022,146684800
2020-04-20,261.8165283203125,266.6513916356787,261.59339038639445,262.7648929140745,100109300
2020-04-21,253.866943359375,258.515839774085,252.91855033102252,257.2978311833999,126385700
2020-04-22,259.5013732910156,261.2679480477334,257.4651546287888,258.8040389101053,92951600
2020-04-23,259.4827880859375,264.0015301260084,259.175973409421,260.7937802711861,104709700
2020-04-24,263.09967041015625,263.7784195675587,258.94355547632364,261.0169736937422,85063200
2020-04-27,266.89306640625,268.0273979884122,264.63371011234995,265.09859963988185,77896600
2020-04-28,265.66583251953125,270.9376649217295,265.35898948048066,270.5843442705127,105270000
2020-04-29,272.6205749511719,274.1733188347815,270.01720431503736,271.0585525694912,118745600
2020-04-30,270.0823059082031,272.7228757605103,268.3250093812683,271.22591630705324,122901700
2020-05-01,262.93231201171875,270.2496710030437,261.7514740699194,265.2753457738314,125180000
2020-05-04,263.65740966796875,263.96422422036,259.5291890791031,261.02611948934566,80873200
2020-05-05,266.09356689453125,268.9386895686592,263.78770378380017,266.5119789714505,79569900
2020-05-06,264.28973388671875,268.20409631883115,263.8527365338742,267.8136049500988,73632600
2020-05-07,267.4789428710937,269.43148537280416,266.9675755282105,267.5440342418947,75250400
2020-05-08,271.90460205078125,272.37879847126607,269.5057560849708,270.6493945918903,76452400
2020-05-11,271.9604187011719,273.355087515024,269.5244017129143,269.9520922042716,79514200
2020-05-12,266.53985595703125,273.5782639980896,266.4003663563014,273.159880319741,95870800
2020-05-13,261.82586669921875,267.0233297826381,259.3712356323015,265.97267459299303,144721100
2020-05-14,264.9591369628906,265.0892912750713,253.82037373115983,259.3618772978172,121977900
2020-05-15,266.1771545410156,266.22363214528747,261.5840436045688,262.5417149243361,111146300
2020-05-18,274.284912109375,275.9120259947696,272.1464309241307,272.4718310015181,119703800
2020-05-19,271.4676818847656,275.4099373059647,271.4490965123575,273.6805613097417,95189300
2020-05-20,276.0793151855469,276.9533098533053,274.8148291660032,275.0472739526494,85861700
2020-05-21,274.1733093261719,276.7674013742696,273.0668697505342,275.94919109568605,78293900
2020-05-22,274.69403076171875,274.87069111933164,272.62991933952964,273.8851272161312,63958200
2020-05-26,278.078369140625,280.96999739968646,274.7125727527704,280.7282457117374,88951400
2020-05-27,282.2158508300781,282.2530499391975,276.02351858090134,280.9048588860329,104817400
2020-05-28,281.6952209472656,285.29346211044543,281.01647187884606,283.25724327979765,90405200
2020-05-29,282.950439453125,283.5454834420559,278.44100423588,281.22103522436385,119090800
2020-06-01,284.093994140625,284.7076517547864,281.77885324939365,282.2995272781476,55758300
2020-06-02,286.4463806152344,286.49288660278665,283.6756565929607,285.0238194889779,74267200
2020-06-03,290.25848388671875,291.2254622663735,288.17578741479593,288.45470984421013,92567600
2020-06-04,289.49609375,291.0209455509768,287.3761979014184,289.2636489053108,75794400
2020-06-05,296.91571044921875,298.71017764112366,294.8887984384263,294.9538897976216,150524700
2020-06-08,300.50457763671875,300.69982327759806,297.1852598687567,297.7338260619147,73641200
2020-06-09,298.2638854980469,300.57902668815314,296.9342796417474,297.80827438311485,77479200
2020-06-10,296.5995483398437,299.7515132727341,295.87432173907547,298.84962636380106,95000800
2020-06-11,279.5009460449219,290.23060727656724,278.9431011560461,289.58905727974724,209243600
2020-06-12,282.8481750488281,287.37619605433343,277.63212638734154,286.59518478615115,194678900
2020-06-15,285.4886779785156,286.63231655316565,275.902657167633,277.0927733501549,135782700
2020-06-16,290.9837341308594,293.4755643253044,286.0652218548657,293.326796226038,137627500
2020-06-17,289.77496337890625,292.3132705864134,289.0311230595931,292.01573445868814,83398900
2020-06-18,289.8865661621094,290.370041145128,287.775977532385,288.2408671457295,80828700
2020-06-19,288.2299194335937,293.59032911568903,286.25943707517774,293.39422421254534,135549600
2020-06-22,290.0789489746094,290.4805065865408,286.46487346827536,287.6228641629522,74649400
2020-06-23,291.4144287109375,293.7024240180244,291.00352319864857,292.75920520579564,68471200
2020-06-24,283.9807434082031,289.97620596157446,282.122349797961,289.35050004032456,132813500
2020-06-25,287.02520751953125,287.29603804217845,281.3566046977302,283.4017841112006,89468000
2020-06-26,280.2078857421875,286.1286509246389,279.6195711541666,285.91385040872973,127961000
2020-06-29,284.3262634277344,284.4663383318968,279.16195963148533,281.47796921170124,79773300
2020-06-30,287.96844482421875,289.68679252552647,283.7286910488391,283.887433157445,113394800
2020-07-01,289.9855651855469,291.26499218565124,288.63146955691974,289.098404980476,72396500
2020-07-02,291.58251953125,294.8230526738294,290.9101313475037,293.4595806487884,69344200
2020-07-06,296.0837097167969,296.672052848873,294.6922514199316,295.4486844470371,61713800
2020-07-07,293.0299377441406,296.522604930724,292.6470473494368,294.5241365162976,82910000
2020-07-08,295.2713317871094,295.38339174941143,292.02147888242354,293.8051474482004,54638600
2020-07-09,293.59033203125,296.130461966706,290.13499837290584,295.8876464178938,83354200
2020-07-10,296.5879821777344,296.858812651441,292.07739938881764,293.5248875251493,57550400
2020-07-13,294.0198669433594,301.36942527176507,293.3568266829696,298.96005124839894,102997500
2020-07-14,297.830078125,298.61452615085386,291.3676798651455,292.5817004647939,93657000
2020-07-15,300.5663452148437,301.67765383012204,298.15694241049283,301.089310622095,87196500
2020-07-16,299.5763854980469,300.0339730145946,297.9887939312302,298.6425148115598,54622500
2020-07-17,300.4449157714844,301.2387116536397,298.5958413224082,300.5943385198469,62774900
2020-07-20,302.8729858398437,303.6294189107428,299.4176524670027,300.17408553790176,56308800
2020-07-21,303.5173645019531,305.31038051767416,302.51811588410635,304.86214076348176,57292200
2020-07-22,305.2450256347656,305.5625668171237,303.0411040126052,303.15316395956546,57792900
2020-07-23,301.6029663085937,305.590613667074,300.2208554860033,304.8808625963508,75738000
2020-07-24,299.6604919433594,300.6970749383659,298.1382778520449,299.72586974470505,73766600
2020-07-27,301.8457336425781,302.02317138189983,299.5577386878363,300.36088242889383,48293000
2020-07-28,299.9313049316406,302.2379670057291,299.6324594282381,301.10796278963994,57495000
2020-07-29,303.6200561523437,304.18973213420867,300.7810810693745,300.81844387953134,48454200
2020-07-30,302.5367736816406,302.95702693767106,298.5024735213327,300.6130021308088,61861700
2020-07-31,304.9275207519531,305.0302613722801,300.0807284255932,304.3485253448622,84986800
2020-08-03,307.0474548339844,307.8225552261416,306.0575538514793,306.6085343229128,53077900
2020-08-04,308.23345947265625,308.23345947265625,306.17893187624577,306.17893187624577,41917900
2020-08-05,310.1478271484375,310.4093383398934,309.2793341178766,309.55016463797307,42697700
2020-08-06,312.220947265625,312.3423550043595,309.2325784251359,309.55943883723586,43679400
2020-08-07,312.4451599121094,312.73465757970314,310.3252549597276,311.24045860212163,57308300
2020-08-10,313.3789978027344,313.5657548431488,310.94158045473444,312.90271462565426,44282100
2020-08-11,310.7921142578125,315.21868013870386,310.05437702722065,314.574307165526,69601100
2020-08-12,315.1253967285156,315.9098448594815,313.22963995381195,313.2576549406508,53774400
2020-08-13,314.55572509765625,315.88183432550426,313.6218541905594,314.35027235811583,41816100
2020-08-14,314.5650939941406,315.1067551162417,313.42577027119864,314.16353631707,47260400
2020-08-17,315.5643615722656,315.96591927326034,314.5744605654275,315.59237656304475,35481000
2020-08-18,316.2460021972656,316.6755747593398,314.3502172288338,315.9658238745859,38733900
2020-08-19,314.92926025390625,317.1518488191241,314.35958424598005,316.6288834508993,68054200
2020-08-20,315.9098205566406,316.3954231243161,313.0521781210031,313.18290521636834,42207800
2020-08-21,317.0304870605469,317.2546069451687,315.2280946567905,315.57365081155143,55106600
2020-08-24,320.24298095703125,320.3176780797883,317.0024482049914,319.4958672320876,48588700
2020-08-25,321.3636474609375,321.4476924214543,319.63598060726247,320.8126670534533,38463400
2020-08-26,324.5855407714844,324.85634283390004,321.41038516468694,321.96136561855786,50790200
2020-08-27,325.2951965332031,326.76138049891904,323.6142405275689,325.46331493334617,58034100
2020-08-28,327.3963928222656,327.5271484061451,325.12709375470087,326.33179499405776,48588900
2020-08-31,326.2104187011719,328.0688125407522,325.97695099270294,327.181652348256,66099200
2020-09-01,329.2828674316406,329.3855795453986,326.1450465557056,327.0509024202444,54908700
2020-09-02,334.04559326171875,335.02614619224755,330.0579467454252,331.21596590563496,69540000
2020-09-03,322.5496520996094,332.8128831611209,319.9347967371615,332.3365999291427,148011100
2020-09-04,319.9161376953125,324.82827889102447,312.7253208905337,323.24071557662177,139156300
2020-09-08,311.17510986328125,319.9815339755741,310.8669450107516,314.44365796343124,114465300
2020-09-09,317.3199157714844,319.8133344443588,314.350185448367,315.2280261382959,91462300
2020-09-10,311.8100891113281,319.8787168137778,310.838855642696,319.21567662340465,90569500
2020-09-11,311.9688720703125,314.68643947384305,309.1112297489658,313.6124937712869,84680200
2020-09-14,316.07794189453125,317.87098659100815,312.11833833497127,315.17208596704944,65605700
2020-09-15,317.67486572265625,319.4025040289579,316.0872738471888,318.5620259476128,52920900
2020-09-16,316.41412353515625,320.3737267604865,316.13394518463355,318.9262383642859,82096000
2020-09-17,313.63116455078125,315.3681790501936,310.9696270836264,311.5019402769524,91523300
2020-09-18,310.0204772949219,314.55850240448314,307.5076914977665,314.4459938782765,105877900
2020-09-21,306.570068359375,306.7200892586853,301.65700551459594,305.379315026398,99450800
2020-09-22,309.6922302246094,310.2548013272841,305.52924412379343,308.07018502505576,63612100
2020-09-23,302.5101928710937,310.53612392384275,302.0038759802569,310.2548240451303,93112200
2020-09-24,303.3164978027344,306.4105959175877,299.8473332139737,301.1787505238137,76681300
2020-09-25,308.22021484375,309.01715959766386,301.5725705110975,302.4538966408297,71069400
2020-09-28,313.33953857421875,314.061487167799,311.42680829658167,312.4300567444478,64584600
2020-09-29,311.63311767578125,313.8833736897171,310.92991088307895,313.133297889591,51304000
2020-09-30,313.9959411621094,317.1838065411138,312.11133761916705,312.3082275283585,104081100
2020-10-01,316.01177978515625,317.6056980905988,314.10843445242614,316.62121997881246,88698700
2020-10-02,313.0113525390625,315.9835853495908,310.526694670449,311.004884367003,89431100
2020-10-05,318.56201171875,318.7495163322065,315.04597831396705,315.0928473139429,45713100
2020-10-06,314.0334167480469,320.8217262568447,313.5177431757404,318.7027204821956,90128900
2020-10-07,319.4996643066406,320.3153795899011,316.99623559021904,317.0243627167605,56999600
2020-10-08,322.3312072753906,322.3968467698745,320.53098548138246,321.4592378094349,45242500
2020-10-09,325.2096862792969,325.6784907777207,323.37198065727125,324.00016266156786,59528600
2020-10-12,330.4415588378906,331.9323538308198,327.2818208390196,327.7787525033293,80388500
2020-10-13,328.2850036621094,330.47900502057865,327.30988240938336,330.3008570432474,73255500
2020-10-14,326.2222900390625,329.9727260107386,325.4815995364166,328.8663542663475,57727900
2020-10-15,325.8191223144531,326.3066686858135,321.72177562783304,322.26557624921367,60357700
2020-10-16,325.62225341796875,328.86637270354765,325.4441054102422,327.1880445003351,89501900
2020-10-19,320.6717224121094,327.53499981212093,319.7622403697625,326.8974324417395,68425600
2020-10-20,321.95611572265625,325.2377465369311,321.2622943639741,322.03111183702055,60051900
2020-10-21,321.34674072265625,324.10331345331286,321.0373137311335,321.9092832280509,63575000
2020-10-22,323.1094665527344,323.70016487914387,319.39654243273725,321.5624172205322,55399300
2020-10-23,324.2064514160156,324.4033413018358,321.7217931926183,324.3470870487443,49143900
2020-10-26,318.21514892578125,321.5811619786056,314.6803444978062,320.78418856411594,91473000
2020-10-27,317.1181640625,318.8996157034688,316.9025036596991,318.56209014801703,65994100
2020-10-28,306.27935791015625,317.14624273460515,305.7824262870729,311.3799531348689,127094300
2020-10-29,309.3921813964844,312.5987876686315,304.80726034439215,306.5137153339368,90597700
2020-10-30,306.1668701171875,309.1203329301285,302.4726881358898,307.7983007234,120287300
2020-11-02,309.59844970703125,311.6236596168856,306.8231069452068,309.59844970703125,86068300
2020-11-03,315.0647888183594,317.1462821919219,309.6829216708354,312.8707869295057,93294200
2020-11-04,322.106201171875,326.23167501458374,318.40263420749625,319.59338732663514,126959700
2020-11-05,328.38818359375,330.2165326815401,327.09427853021333,327.45057454638226,82039700
2020-11-06,328.3132019042969,329.5789798966436,325.9597939355256,328.0975415130335,74973000
2020-11-09,332.4387512207031,341.6460814167779,331.9699465705596,341.26165817003243,172304200
2020-11-10,331.9511108398437,333.0199702609409,328.6413520900718,331.4354087023405,85552000
2020-11-11,334.4170837402344,335.2515410436583,332.90751805917495,334.1639109452306,58649000
2020-11-12,331.1728820800781,334.463898977484,329.344561614286,333.39501093391186,67546200
2020-11-13,335.7577514648437,336.5078271364115,332.5792435720982,333.1043022649061,62892200
2020-11-16,339.9488830566406,340.14577292387503,337.1547980914359,338.45808826332853,74541100
2020-11-17,338.1205139160156,339.3394226432466,335.98276678767564,337.5110738591764,66111000
2020-11-18,334.0513610839844,338.94568161449536,334.0138487090772,338.392495692237,70591300
2020-11-19,335.4577331542969,335.8327710162456,332.0542080453416,333.4137524851548,59940900
2020-11-20,333.16064453125,335.4015441198093,333.0856483897002,335.19526896359696,70417300
2020-11-23,335.1577453613281,336.43290863345084,332.7293411934436,334.98898258832287,63230600
2020-11-24,340.5583801269531,341.1115660650556,336.8735832130255,337.7361675656887,62415900
2020-11-25,340.03326416015625,340.5020686336666,338.92689246992484,340.4739415097982,45330900
2020-11-27,340.98028564453125,341.4584467885662,339.95826663055004,341.1396631546907,28514100
2020-11-30,339.4707336425781,340.46459695612174,336.7610583408777,340.19268231719144,83872700
2020-12-01,343.1836242675781,344.7400585885432,342.16163392578363,342.7617173999868,74231400
2020-12-02,343.9056396484375,344.0650171671395,341.4772355847529,342.0585486314227,45927000
2020-12-03,343.8118896484375,345.2183033249464,342.6961325093224,343.80250440092175,62882000
2020-12-04,346.7746887207031,346.7746887207031,344.3087725127256,344.40253913390853,50749900
2020-12-07,346.0621643066406,346.5590960210278,344.77764432493564,345.9965247976405,48944300
2020-12-08,347.0747375488281,347.64666530667586,344.7307150391781,344.77758404394865,42458900
2020-12-09,343.9619140625,347.89985522890714,343.11807157066704,347.7404777008644,74098300
2020-12-10,343.849365234375,344.9088393885953,341.6928473263316,342.57420209172693,57735400
2020-12-11,343.4461364746094,343.85868668912315,340.59582595521886,342.1334897073172,57698600
2020-12-14,341.9085388183594,346.7278347271042,341.73039079976473,345.6402333479228,69216200
2020-12-15,346.5308532714844,346.5308532714844,343.0898447973656,344.4774875900352,63865300
2020-12-16,347.0747375488281,348.00296130631165,345.8558286756765,346.7465686747659,58420500
2020-12-17,349.0155944824219,349.2218696243866,347.8998373890977,348.73432320408733,64119500
2020-12-18,347.6220092773437,349.4769737830207,345.5881373775512,349.30749164191985,136542300
2020-12-21,346.37908935546875,356.3601163970188,340.88954028715665,343.6578635865335,96386700
2020-12-22,345.7952880859375,346.82163491007543,344.6559531689443,346.7086468172202,47949000
2020-12-23,346.1060791015625,348.0363596551786,345.77651129751,346.7746112282764,46201400
2020-12-24,347.4525451660156,347.4807921909982,345.9930676493673,346.5862551740015,26457900
2020-12-28,350.4373779296875,350.83283620010246,349.4016059955859,350.0324656721365,39000400
2020-12-29,349.7688903808594,352.160577213229,349.1756741156765,351.98166980831576,53680500
2020-12-30,350.2679443359375,351.3131417521884,349.87248597829733,350.59751212432394,49455300
2020-12-31,352.0476379394531,352.78208943260853,349.552387913703,350.0702596931015,78520700
2021-01-04,347.2548522949219,353.5259511164284,343.5166756752644,353.39411249570725,110210800
2021-01-05,349.6464538574219,350.7481452391204,346.55798811722065,346.6050856464886,66426200
2021-01-06,351.7368469238281,354.96657676543765,347.5655399860843,348.1210839785024,107997700
2021-01-07,356.96270751953125,357.7159805450208,353.95898319838903,354.13789057065947,68766800
2021-01-08,358.99664306640625,359.2131940136269,355.07955941853226,358.36575452524005,71677200
2021-01-11,356.57666015625,358.3562799634416,355.6633014898053,355.7857148268843,51034700
2021-01-12,356.6519775390625,357.67832429486367,354.3827043735566,356.76499435992,52547700
2021-01-13,357.6124267578125,358.6199229893835,355.78570945251687,356.57665476993486,45303600
2021-01-14,356.36004638671875,358.87414597569347,356.02108216466684,358.3656709070932,49989100
2021-01-15,353.7612609863281,355.5314555044502,351.8780496501976,354.7216884229659,107160000
2021-01-19,356.5390625,357.0852100050318,354.75001706614887,356.24716697458103,51233300
2021-01-20,361.47308349609375,362.3205230138624,358.45993328232737,358.855391647372,61836100
2021-01-21,361.8026123046875,362.4711731287289,360.8704317351051,362.0380137604834,47840100
2021-01-22,360.5220336914063,361.69904094267855,359.5427556123997,359.92881743908043,52860500
2021-01-25,361.9438781738281,362.3016642507775,356.3601337723814,361.26592082795503,70402000
2021-01-26,361.37884521484375,363.3185505805265,361.1434437992461,362.9042417902327,42665300
2021-01-27,352.546630859375,358.1115245830041,350.2867826875505,358.017358255943,123351100
2021-01-28,355.5785217285156,359.62741425057294,353.94013720567267,354.3826642446053,94198100
2021-01-29,348.46002197265625,354.6746252269963,346.76511450209534,353.6953472708183,126765100
2021-02-01,354.2603454589844,355.305514059618,348.7519460154218,351.8969058058196,75817600
2021-02-02,359.2696838378906,360.8421781777744,354.34510386252526,357.48063855333345,64450700
2021-02-03,359.5521545410156,361.29413089246486,358.2621592857533,360.1076984746784,52427100
2021-02-04,363.638671875,363.685740661168,359.6650950617572,360.59727541785526,47142600
2021-02-05,365.0700378417969,365.78566756507416,363.5917383271004,365.5314443012678,48669800
2021-02-08,367.7064514160156,367.7535202068456,365.67257965401774,366.5388408068623,38365200
2021-02-09,367.4616394042969,368.06428086991536,366.4447178504741,366.8589979386784,35551100
2021-02-10,367.3016357421875,369.3731803230722,364.87230503872553,369.2225199230503,59154400
2021-02-11,367.8947448730469,368.8175287784321,365.4371678567553,368.3937947308872,42913300
2021-02-12,369.7120666503906,369.95686458614784,367.0096342207289,367.08497876675017,50593300
2021-02-16,369.3919372558594,371.1527642082903,368.6669111475841,370.9550063042377,50972400
2021-02-17,369.4767150878906,369.73093831008623,366.59537489203046,367.6217505052759,52290600
2021-02-18,367.9042053222656,368.6574784393832,365.09820980027706,366.8401862110797,59712800
2021-02-19,367.2544555664063,369.46723462141614,366.80247450340704,369.1753391647472,83241000
2021-02-22,364.4296569824219,366.8684123243339,364.1565832804319,364.4579040043156,67414200
2021-02-23,364.8722229003906,366.2375627125511,357.9985125180262,362.1980660569452,107284100
2021-02-24,368.8928833007813,369.3260426458912,362.7724457769887,363.7705455974111,72433900
2021-02-25,360.004150390625,368.9965034595714,358.5446728238083,367.61234171678745,146670500
2021-02-26,358.14910888671875,363.0642914968306,356.14351300324233,361.9061349456789,152701600
2021-03-01,366.8307189941406,368.092495861038,358.3468715697293,363.0737216202936,105348800
2021-03-02,363.96826171875,367.2921285660822,363.45978661380974,367.0567271498816,79595300
2021-03-03,359.1473083496094,364.2413706030317,359.04371676582616,363.26212122933833,119940200
2021-03-04,354.7029113769531,361.5766221262885,350.16436458811205,358.9589591884412,183433000
2021-03-05,361.2283020019531,362.2923213431852,350.8800616118564,358.2433984405811,152039600
2021-03-08,359.4297180175781,365.041679772884,359.1472478103826,362.19804099019245,123149200
2021-03-09,364.5614318847656,367.14142188541285,362.8100306267525,363.3185056675332,113633600
2021-03-10,366.8307189941406,368.544448185396,365.5030803058147,366.9343105588221,109899400
2021-03-11,370.5501098632813,372.54630945675626,368.8646275238549,369.32603388178114,86245000
2021-03-12,371.0491943359375,371.1904294645744,368.3562154314952,369.1754079131189,64653600
2021-03-15,373.2619934082031,373.5256419073497,369.1377550222067,371.3034370698016,73427200
2021-03-16,372.7911376953125,374.5990046519746,372.009588827218,373.8834038187458,73722500
2021-03-17,374.062255859375,374.8720228953303,370.33347693390897,371.4916621852993,97959300
2021-03-18,368.6198425292969,373.55384764027,367.93245996244,371.4446598802561,115349100
2021-03-19,367.9377746582031,369.91217277855816,365.7366313934136,368.3156447927361,113624500
2021-03-22,370.8756713867188,372.2738223160199,368.4005893490182,368.4572684163215,73778600
2021-03-23,367.9566955566406,371.6976592799861,367.1631595443944,370.2334015483971,90686600
2021-03-24,366.0861206054688,371.0268578241656,366.03889765510655,369.3736509465277,97588600
2021-03-25,368.1455993652344,368.9485625721345,362.6663816326693,364.6313524159487,116128600
2021-03-26,374.0782775878906,374.4844872829987,368.70299031657015,369.30757679748655,114409100
2021-03-29,373.8893432617188,374.8056935585765,371.0836132871871,372.5856666713804,108107600
2021-03-30,372.8974304199219,373.57760825699216,371.2819900383513,372.6045788762878,76262200
2021-03-31,374.4088745117188,375.9865190732753,373.4453013490467,373.47364088825344,112734200
2021-04-01,378.4521179199219,378.50882582384986,376.1565289223778,376.3643618046437,99682900
2021-04-05,383.8840637207031,384.4319998500049,381.06890707785016,381.1444695631127,91684800
2021-04-06,383.6573486328125,384.7153964076281,382.97717094476826,383.3172742036102,62021000
2021-04-07,384.1014099121094,384.4509405140728,383.02447856632034,383.4873673278781,55836300
2021-04-08,385.9246215820313,385.9813006570309,384.4225684352593,385.3672581247743,57863100
2021-04-09,388.7303771972656,388.9004432633174,385.6790477463552,385.80186202697575,61104600
2021-04-12,388.8720703125,389.1460095599626,387.5117148788258,388.12575739952746,56704900
2021-04-13,390.0245361328125,390.6574908526368,388.3807854470689,388.7681116443287,56551000
2021-04-14,388.692626953125,391.0637787299544,388.1446907284552,389.9962746508702,61659900
2021-04-15,392.8681335449219,393.1421016529683,390.8087167470487,390.8559397041128,60229800
2021-04-16,394.1812133789063,394.7952558867157,392.7358393646789,394.1717572569023,82037300
2021-04-19,392.2445983886719,393.6899724622035,390.90315517252697,393.2365398616549,78498500
2021-04-20,389.3727416992188,392.1312193040961,387.8801159230548,391.0164924477366,81851800
2021-04-21,393.0570983886719,393.26493130123305,388.6075886010641,388.7493151370817,66793000
2021-04-22,389.4672546386719,393.72781487497207,388.3903232548482,392.8870559418587,97582800
2021-04-23,393.6899719238281,395.1164625802666,389.9584649485896,390.03402743869714,73209200
2021-04-26,394.5118408203125,395.0881165127189,393.7561006131616,394.3512597203724,52182400
2021-04-27,394.42681884765625,395.0125506572933,393.2742963023071,394.81414507015336,51303100
2021-04-28,394.3134765625,395.8344419768864,393.84113171064513,394.700802800578,51238900
2021-04-29,396.8263549804688,397.44985364501866,393.4065828627959,397.0719835291332,78544300
2021-04-30,394.2190246582031,395.3904595628056,393.3121305624169,394.5307884230832,85527000
2021-05-03,395.0692443847656,396.618520502579,394.5685599965547,396.2311942657152,68128300
2021-05-04,392.6319885253906,393.5577949515956,388.9004809377165,393.0571104872384,101591200
2021-05-05,392.75482177734375,394.53084338333184,392.1880020774,394.294670910826,60162200
2021-05-06,395.89111328125,396.0233548457596,390.7992220399824,392.830299097159,74321400
2021-05-07,398.7724304199219,399.43372477306895,395.97615684791066,396.66579074021297,67733800
2021-05-10,394.8236389160156,399.358138212809,394.7008246349968,399.1314218968624,81852400
2021-05-11,391.2999267578125,392.3012955697625,387.3794701265392,390.25133499100633,116888000
2021-05-12,382.9866638183594,389.76952910608816,381.6546478502161,388.4847649218504,134811000
2021-05-13,387.5872497558594,389.5427641561605,384.5075524199053,384.5548041979105,106394000
2021-05-14,393.5387573242188,394.39842826831216,390.3268186424255,390.3551581755434,82201600
2021-05-17,392.5374450683594,393.3593493060485,390.496911902012,392.4146596269789,65129200
2021-05-18,389.155517578125,393.047634931978,388.9949076274693,392.8020063590852,59810200
